"BLUP","Genotype"
0.676478583739545,"c1976"
0.672617235227582,"ld09_30015"
0.672615557033275,"sl91_1252n"
0.668244129121633,"a87_396020"
0.667875771493367,"k04_3737rr"
0.667360567180438,"u11_619102"
0.66445413116849,"lg99_5106"
0.662521108413509,"sn97_2581"
0.661987739291102,"u03_200319"
0.661630338834455,"hc85_6521"
0.660174036919464,"a97_972024"
0.659684723345298,"u11_449096"
0.658666808107683,"hs7w_136"
0.656445458447706,"hc95_1314"
0.655936081698688,"u09_219057"
0.652301033641013,"a06_712002"
0.650702284740082,"a88_221021"
0.649227293288762,"c1994"
0.648957836157254,"a95_581007"
0.648215954183727,"dkb38_52"
0.64775350318413,"hs4_3189"
0.647737520680051,"ln85_7355"
0.646925469496515,"ld08_4202"
0.646554788073096,"lg13_3975"
0.644198827482535,"u03_200151"
0.644198827482517,"u03_200308"
0.642957743359855,"k05_2664rr"
0.642359411057643,"hf01_0541"
0.641392888448548,"u11_602165r"
0.640712430080772,"u01_390701"
0.640541021991909,"a98_884013"
0.638459722424606,"ln97_14633"
0.632073316519675,"a07_626043"
0.631857576043497,"u00_432045"
0.628796030024892,"ln90_3338"
0.624391175829061,"sa12_1340"
0.623053528918882,"k06_2489rr"
0.620764610601953,"ar18_381026"
0.61938791627606,"ar08_386026"
0.618364017977902,"sd05_248"
0.618324782722524,"u11_444083"
0.617207899163536,"ar10_206106"
0.6155866420065,"u12_920124r"
0.615302897571083,"lg07_8914"
0.615296906728763,"ln89_2395"
0.611176292369779,"k1162"
0.6110064476286,"u14_319038"
0.609667218207861,"u09_303114"
0.607926757585572,"cs133"
0.606529778072485,"u13_233425"
0.605751785537769,"hc92_89pr"
0.602220686337169,"c1980"
0.601295716244642,"e95147"
0.594780899616449,"a97_771050"
0.5940774880883,"hm12_w300"
0.592201622073307,"hs5_3413"
0.591413296184636,"hm8894"
0.590251270833475,"cr145764"
0.588715108399369,"a92_727026"
0.588715108399365,"k1251"
0.588417846334781,"cr16_0070"
0.584678355494092,"ar12_328020"
0.584668385962691,"dkb20_52"
0.583337218290013,"sl91_6988"
0.582318547651171,"u11_374036"
0.582293396772156,"ln88_8125"
0.581417854901277,"a07_626013"
0.580833852465484,"ln87_1456"
0.569889177576193,"e99178"
0.568616227295911,"u96_2118"
0.568344431307651,"ln91_4616"
0.568344431307635,"e93050"
0.567042045633432,"u12_924117r"
0.566740616172611,"k04_2203rr"
0.566377983621526,"ar07_276048"
0.566354832269926,"hs8w_3"
0.566205209999839,"c1961"
0.565136405338726,"lg94_1128"
0.563565377939255,"orc_8512n"
0.562991434251647,"a91_607053"
0.56224652023092,"u11_607174r"
0.562222320229853,"hs89_3070"
0.561922126181188,"ar17_378002"
0.561084000758083,"sd07cv_770"
0.560342058919518,"sl91_1657n"
0.559150685566174,"sd96_170"
0.558906533129393,"cl03_1431"
0.556787079515842,"sd05_273"
0.556713196036899,"a00_812049"
0.556421490866008,"u07_402918"
0.554663709260694,"ln92_12557"
0.549910878405414,"c1985"
0.548974416563295,"c1834"
0.546855413691031,"u14_227255"
0.544286545153451,"k03_2791rr"
0.544137537352892,"e00274"
0.54406748423385,"hf02_0593"
0.541776801557296,"u07_135601r"
0.541776801557296,"u11_607166r"
0.540458776175813,"ln90_143"
0.539579465019715,"ln87_3684"
0.538155914422934,"ar11_214019"
0.536535204358464,"ar18_281070"
0.534032867606881,"ar07_376048"
0.532156304130882,"a07_527003"
0.531520921825926,"a02_338043"
0.529367406067732,"cr16_0020"
0.526385786535823,"nex3203hr"
0.525215483148881,"u09_227064"
0.522932365719519,"a96_692011"
0.520662011036038,"e99113"
0.519851204806974,"c1787"
0.519495544927129,"cr15_0638"
0.51805634608248,"a06_912012"
0.515546471925198,"hs5_3417"
0.514640869830261,"a98_884031"
0.512643023968003,"ln94_10470"
0.511974469418735,"ag2002"
0.511748855979171,"a00_712059"
0.507525528746794,"hs6_3724"
0.507455266219198,"ln91_823"
0.506890146441105,"a02_337049"
0.505989533698987,"u89_3405"
0.505122324585165,"ar11_314015"
0.503809078145705,"u04_945062"
0.50090355290335,"hc85_6577"
0.497757228059067,"hc85_1014"
0.495691288840778,"hm13_w091"
0.493619174460634,"nex2901ar"
0.493619174460634,"sd01_979r"
0.492806134958019,"u91_2722"
0.49153374439148,"c1858"
0.489834873824545,"ar09_192010"
0.489396459939577,"hc98_1019"
0.484770251944482,"e99035"
0.483059773188413,"ld15_526"
0.479843889417978,"a92_726004"
0.479010929664358,"u89_3229"
0.478946619658057,"u10_429063"
0.476537775543281,"sd02_26"
0.474139360379329,"ar15_359008"
0.470059036531487,"ld16_10614"
0.469872810821901,"hs90_3513"
0.468627106404529,"a05_112001"
0.468370690820312,"hs88_4909"
0.465331708280909,"a02_238054"
0.463487581097371,"k1510"
0.463364794482275,"a91_501055"
0.457623524413626,"ln86_1285"
0.456925345806289,"ss94_10696"
0.454671317543653,"sa17_2418"
0.453951416566198,"u06_100914"
0.452336377541993,"a06_711042"
0.450279356945703,"c1865"
0.449222431590194,"u09_210049"
0.447061173131845,"hf00_137"
0.445720109916098,"e17269"
0.445680554700766,"u12_907117r"
0.442990822302678,"am90_111005"
0.44112106376788,"lg97_7012"
0.436732286798739,"u94_3126"
0.429300925331754,"ld13_5131a"
0.428921563158747,"ld16_4385a"
0.427884819871423,"ss92_7243"
0.426691484310301,"c1916"
0.425248491033086,"sd08cv_2096"
0.425053721595071,"hc87_6032"
0.424045638797874,"sdx01r_007039"
0.423421950491528,"ar11_314018"
0.421847030110294,"hc98_4448"
0.421509606910243,"ar09_292028"
0.418901948583005,"hf97_076"
0.416552365683057,"ld16_2983"
0.415339900565027,"lg06_6094"
0.415116027046364,"u03_230160"
0.41184585976088,"hs5_3426"
0.411801881935452,"a95_582003"
0.411691830712787,"hc93_868"
0.41087096397682,"u03_100141"
0.410480852643499,"u94_2429"
0.408367044901806,"cl0j173_3"
0.408008826663699,"a04_642005"
0.407838658435506,"k1449"
0.406966943632626,"hs6_3967"
0.405858316862512,"lg16_4639"
0.404645154124401,"hc97_176pr"
0.404602845240083,"k06_2087rr"
0.403479858059065,"hf92_079"
0.399609527209267,"ld05_16108"
0.399609527209267,"sd04r_2401"
0.398669906583213,"ld09_17123r2"
0.39829774164355,"ln91_3809"
0.398240325593687,"ln93_6553"
0.397135958327698,"u12_902102r"
0.397124998220255,"ln90_4366"
0.396160244173119,"hc92_984"
0.393926700633182,"u15_927115"
0.391616504500388,"ln87_3600"
0.387697871619218,"c1978"
0.387055998132261,"nex2803y5r"
0.384371651822045,"u05_710003"
0.380758223132262,"u03_400310"
0.380052527799246,"u95_3420"
0.375633549339133,"a04_642023"
0.374808664036653,"cl00_177198"
0.374490330298107,"u07_237058r"
0.372275889565122,"u95_2420"
0.371059659787696,"c1940"
0.367512845758664,"hc99_1260"
0.36282563530469,"ar03_361091"
0.362103645514239,"hm8998"
0.360999833580599,"ld01_9035"
0.359932668448173,"e08235"
0.357914815936459,"a96_591061"
0.354900540099156,"u92_3511"
0.354223511907217,"k1316"
0.353821616589709,"ln91_4240"
0.350376377722734,"c1953"
0.350077480746928,"ar04_874024"
0.349674703218556,"lg07_6858"
0.348800061502237,"ia2102"
0.347992910797866,"sd01_1135r"
0.346821323730823,"sd10_7225"
0.345842535088798,"u96_2309"
0.345188764053363,"u96_3434"
0.344375843870251,"k1163"
0.343776377610889,"ln95_556"
0.341558405280048,"am89_344017"
0.341413060958152,"hs95_4860"
0.341219647095324,"a91_501023"
0.339348924716871,"u16_907052"
0.33904077718619,"ar10_206121"
0.335803317535409,"m91_233045"
0.335157862740495,"e12076"
0.334053187011502,"u11_918019"
0.331728672251375,"u11_630092"
0.330529274785527,"u91_2316"
0.327734850506871,"ln88_1682"
0.327545555475184,"u06_100043"
0.327417866934945,"ag3505"
0.326902480988379,"orc14.150.284"
0.324398607697795,"u94_2612"
0.322986505370934,"e08130"
0.322946873044433,"ln88_11017"
0.32279471335999,"ar06_264007"
0.319564917213794,"ld04_8782"
0.31867223417319,"hc99_314"
0.317299937990773,"ln95_6446"
0.313256358141198,"hf97_074"
0.312890880749471,"hs90_3473"
0.311967908158189,"ar09_192008"
0.311737121145696,"e10265ll"
0.310014439630137,"u91_3529"
0.309727014945646,"u15_324153"
0.308926494720268,"hs7_4314"
0.307941328572661,"hs4_2973"
0.307513652493947,"u07_439190r"
0.305665907171639,"u16_930010"
0.305223895689825,"a87_187007"
0.303387723342331,"hc78_676_13"
0.302806387951678,"a99_218037"
0.302715427291883,"u93_2530"
0.302584177772778,"ld10_5903a"
0.301763562140967,"ln88_10410"
0.301183328990393,"k1286"
0.301124445949132,"u14_219257"
0.300932645307704,"cr14_7871"
0.300459316457645,"ln95_1125"
0.299205796652069,"lg09_7464"
0.299205796652069,"lg09_8656"
0.298355729986118,"hs7w_29"
0.297744733844014,"lg15_2243"
0.296776441816604,"dkb34_51"
0.29645443568672,"e10173"
0.294954555057102,"u12_330200"
0.293041559328583,"ld16_10157"
0.292932451501231,"c1888"
0.292610118692013,"sa13_2047"
0.292605974629889,"ac89_140002"
0.291917899981173,"ld10_14323"
0.291875708134354,"ar13_232011"
0.291792623663784,"ag2535"
0.291118462108548,"lg10_1562"
0.291036334284543,"a94_772011"
0.290582042819625,"u01_390495"
0.290145471524962,"u07_348232"
0.288931745325994,"u05_726017"
0.287370225911917,"e09090"
0.283669030386129,"hs4_2965"
0.282957596006773,"u92_3319"
0.282771371324345,"ln86_1167"
0.278745001962745,"hc96_1403"
0.273812728114011,"hf93_036"
0.273358709492559,"u09_823008"
0.272897780285263,"ls00_0396"
0.270397731230722,"hs90_3483"
0.26961946955086,"hs87_4087"
0.269194207465521,"a01_612041"
0.267300507877704,"ln87_2305"
0.267206211464487,"ia2007"
0.26624096247137,"hf92_083"
0.265934119617252,"u97_2406"
0.261698922684936,"ld13_759"
0.26164115492818,"hm10_w346"
0.261368592061711,"c1764"
0.26058239259286,"cl0j039_96"
0.259396732199593,"u03_300322"
0.258969056120883,"u07_236709r"
0.254152375637598,"a95_682003"
0.251756477326118,"a04_645020"
0.250896192595297,"sdx00r_014_50"
0.250896192595297,"sdx00r_015_4"
0.249613537089527,"a06_712036"
0.249339609766773,"u04_943055"
0.247434211230542,"u09_107020"
0.246986123960599,"a92_627056"
0.24650397863367,"u17_602199"
0.245560862944292,"a88_221006"
0.245517889989425,"u95_2219"
0.243784600673685,"ld01_11363"
0.242797421510168,"ar09_192018"
0.236149739824525,"u8770014"
0.230460349569931,"u94_3403"
0.230328674188787,"k05_2730rr"
0.22916547019118,"a97_770011"
0.2286415052677,"lg17_5693"
0.228476776484454,"ld13_5775a"
0.228365082105099,"c1772"
0.227981298204563,"ln95_558"
0.227102849418157,"u11_448096"
0.226780116046247,"a08_249009"
0.224938422190755,"hs88_4905"
0.22461585731592,"hr10_3329"
0.224379685768712,"ar18_381007"
0.223636229515591,"a02_337018"
0.223571446051526,"a07_626001"
0.220937641554047,"sd03_1431r"
0.220291032687297,"sd96_1249"
0.219023954432644,"a02_236055"
0.218180903591419,"hf94_139"
0.217121900562792,"ln89_3264"
0.212312949219681,"a91_607001"
0.210852135826526,"u03_200216"
0.209905218910044,"ls99_3107"
0.208746841210196,"u12_415209"
0.207594924526677,"ld05_16386"
0.207231371232802,"a07_627006"
0.207231371232363,"u05_710021"
0.205707717102473,"u94_3505"
0.205707717102465,"c1921"
0.204222387426739,"u00_320260"
0.201537768330621,"a97_971004"
0.195464497628116,"bsr201"
0.194502154781992,"k1225"
0.192072768377415,"hs1_3726"
0.191622369985653,"u07_200239"
0.191256124877239,"sd08cv_2094"
0.190728865649617,"ss93_4165"
0.190460952284213,"u07_403002"
0.189853891633336,"u03_430316"
0.186579837639993,"a05_311019"
0.186123664726416,"hm09_w146"
0.184907218282857,"e94804"
0.184772620706517,"ar13_332062"
0.183132867914243,"a04_544033"
0.18207779135541,"a02_238026"
0.181784077815721,"k05_2643rr"
0.180847367557055,"hc92_168pr"
0.180847367557046,"hc92_743"
0.179435444495911,"sd07cv_367"
0.17822127740539,"lg00_8298"
0.178082624961995,"lg11_6212"
0.176906235790009,"sn97_2558"
0.176315934521707,"a08_350020"
0.175956831511417,"u11_910094"
0.174024090135293,"hf97_188"
0.173630302657322,"a04_643010"
0.172767226330596,"cr16_0035"
0.170850059188811,"hm9093"
0.169912276262446,"sa13_4304rr"
0.168485198102259,"u10_423056"
0.16791336777848,"u98_307749"
0.167181952073404,"u16_603132"
0.165596067294841,"ln84_18266"
0.165001407304197,"sd07cv_631"
0.164374453995813,"u93_2209"
0.162307539453461,"u03_260253"
0.161786292911512,"c1776"
0.160141845317138,"ar13_232008"
0.160039100518713,"ac89_341020"
0.157511779629188,"k05_2278rr"
0.156039646619308,"u07_237734r"
0.155929774168916,"k03_2801rr"
0.1543099618,"ld08_2388"
0.153150944514688,"cl05_3282"
0.148212749032101,"k1587"
0.147534207907437,"u04_300343"
0.145075830203803,"hs96_3305"
0.145001433435915,"u95_2424"
0.143251116021167,"c1959"
0.142895990720353,"hr09_720"
0.138362229743599,"e98076"
0.137708355204032,"u90_2103"
0.137063792581535,"ln84_8339"
0.136759709607274,"a03_842004"
0.135840598235958,"ia2068"
0.135283585425618,"hc98_299"
0.134959086035695,"hs5_3375"
0.134859113778014,"ln96_102"
0.131767348432773,"sd06r_2651"
0.129457477714886,"am90_211005"
0.129059750077556,"a98_980025"
0.126423531694647,"hf91_055"
0.125894550433051,"ls04_32045"
0.123848448807915,"sd03_4184r"
0.123068842881678,"u96_2329"
0.122714613930499,"a03_843054"
0.122714613930499,"u01_290681"
0.119150958371603,"sl89_534"
0.116502348736115,"hc99_665"
0.115035671655754,"u02_300455"
0.114197804756228,"hc84_919"
0.114197804756228,"ln85_9442"
0.11328783969676,"sa13_4420rr"
0.112356927891744,"u16_605223"
0.111413146739879,"ln90_2265"
0.111090237984286,"lg00_3051"
0.109482667793145,"u91_2104"
0.109218521248286,"cl02_122311"
0.109190922320448,"a07_627026"
0.108832737345609,"ss08_2588"
0.10871489577941,"ar07_176037"
0.108341948970865,"sd04r_4394"
0.107880509743373,"c2004"
0.107385177795849,"nex3505b0r"
0.107168036988017,"c1992"
0.104724313829917,"ld13_13478r1a"
0.10287831004284,"ln90_738"
0.0994125096972536,"u05_741026"
0.0989060638718667,"sd05r_2932"
0.0963822508683642,"ld11_1249"
0.095594218005102,"burlison"
0.0948295050553022,"ds11_02178"
0.0941335061349331,"ln92_12562"
0.0927330233379247,"e09089"
0.0919389777342211,"a10_556015"
0.08949064489386,"a05_313017"
0.0835837449053987,"u89_2327"
0.0831300301582802,"u11_605178r"
0.0815960819027652,"u12_909110r"
0.0809019057087315,"k1487"
0.0794935358907061,"u14_223230"
0.0765107726830127,"cl04_727"
0.0761525877081512,"ss08_2570"
0.073563577946763,"u96_2107"
0.0730030032741202,"hm8636"
0.0715642456139915,"ls99_3149"
0.0707389924447091,"c1864"
0.0701587592941266,"k1285"
0.0687042885676188,"u04_200625"
0.0652183467073258,"hs4_3202"
0.0647906706286158,"u07_236566r"
0.0639623847462361,"sd05r_2732"
0.0591060468327814,"ld02_6553"
0.0563092793835757,"u95_3735"
0.0561531053691103,"sd07cv_800"
0.0542559492049223,"ar13_232013"
0.0497788768674232,"a06_711028"
0.0488320529646145,"u02_210423"
0.0481218272188036,"sd04cv_485"
0.0468457773437439,"c1757"
0.0434714725682727,"ar10_206070"
0.0432083158006117,"u86_69091"
0.0428663741430244,"k04_2347rr"
0.0403514956929984,"ld03_10504"
0.0396900865597036,"u06_821227r"
0.0385831631166473,"k1515"
0.0355250544112657,"sd04r_2682"
0.0312601548421112,"ar10_206003"
0.0311452228019285,"hs8_3317"
0.0275181471546581,"ss01_14319"
0.0269780007782875,"a92_528006"
0.0266375026526436,"hs7w_137"
0.024342908921285,"u13_914045"
0.022743398075838,"ln93_4468"
0.0203746610754903,"hc87_5848"
0.0196288388812174,"ss94_13392"
0.0190362437940945,"u98_200919"
0.0186731637683805,"k10_2385"
0.0173779533197411,"a04_643028"
0.0159566684554976,"nex2803y3r"
0.0150346115821992,"a99_314032"
0.0140852073035863,"u11_616107"
0.0138379241649307,"hc89_50"
0.0122186257150567,"e91031"
0.0111504734081137,"cl05_19292"
0.00817321072996523,"ld01_11413"
0.00446316878871948,"ln93_13684"
0.00423848748589153,"sd04cv_941"
0.00249932207639577,"a01_510004"
0.000511562586434893,"e11431"
-9.337037094608e-05,"u97_203024"
-0.000844620678993088,"u99_003050"
-0.0020053803703438,"sa17_11700"
-0.00294400895869272,"u14_222063"
-0.00411270446348405,"u00_420019"
-0.00455153739199883,"u94_2329"
-0.00497844926433934,"l84_6186"
-0.00518960141061829,"cl05_20251"
-0.00660394295914674,"hc85_366"
-0.00802622393098509,"u07_237658r"
-0.00885450981336304,"u05_818079r"
-0.00953674076748713,"e07021"
-0.012930137253228,"lg13_4001"
-0.0163053365794807,"e15079t"
-0.0173400731708405,"ln87_1065"
-0.0191612425694662,"c1765"
-0.0204974361455492,"ag3201"
-0.020936860464,"sn97_3416"
-0.0216851340146352,"hs3_2829"
-0.0231064188788976,"sd93_828r"
-0.0246296544225388,"lg15_4491"
-0.0250741742577228,"cr16_0076"
-0.0258060066047552,"ag2302"
-0.0277534802157682,"a97_871010"
-0.0318708460388075,"a05_311029"
-0.032276799969571,"ln95_116"
-0.032817641321009,"a87_296011"
-0.0328655322304093,"a95_581009"
-0.0334721499697955,"a01_511055"
-0.0376349783083216,"u97_2110"
-0.0382314607743856,"u11_608165r"
-0.0382486113233505,"nex3705a0r"
-0.0387198986299659,"a99_218003"
-0.0388536951906389,"ln88_1627"
-0.0389987652815413,"a94_674050"
-0.0400767018125619,"u06_300984"
-0.0414204827403036,"u17_607173"
-0.0424650179813369,"a01_511050"
-0.0427206658362239,"sl89_3560"
-0.0449649433140694,"a92_627008"
-0.0450743995986095,"cr15_0636"
-0.0451643962615192,"u11_907098"
-0.0460576384978209,"sd03_2207r"
-0.0462328367100921,"ln87_2265"
-0.0466871355065185,"lg09_7157"
-0.0466871355065243,"u09_213066"
-0.0479154644986285,"sn97_3334"
-0.0485384074166224,"u12_909109r"
-0.0502969555340761,"ia2073"
-0.0506784225001831,"lg12_2096"
-0.0515682830168922,"hs88_4913"
-0.0516720277978377,"u06_103459"
-0.0542098258672852,"hs6_3966"
-0.0543026827968555,"u96_3431"
-0.056143144225193,"a05_212031"
-0.0573963878314597,"a08_249012"
-0.059617687409908,"a02_338039"
-0.0602758493599021,"u10_433058"
-0.0603728108481074,"hc92_1606"
-0.0604507540044283,"a01_512030"
-0.0620163099821678,"hs5_3479"
-0.0628799360103043,"a96_691003"
-0.0665712400395586,"hc90_1431"
-0.0667802940702288,"ar11_214003"
-0.0699564244091852,"a06_712007"
-0.0701061580214639,"k1283"
-0.070953447301997,"hm12_w171"
-0.0752417267827574,"hm9145"
-0.0753696613102843,"c1759"
-0.0762859321520844,"ag3504"
-0.0783563848008825,"hs5_3467"
-0.078356384800917,"hs5_3340"
-0.0793816909886119,"a96_591017"
-0.0804154424118725,"a05_314015"
-0.0808431184905877,"u07_338828r"
-0.0855968292565828,"e86315"
-0.0857279636185553,"hm8776"
-0.086793207696419,"k03_2788rr"
-0.086822463407721,"lg13_1107"
-0.0871675429536881,"ld14_13590r2a"
-0.0874293580390781,"u00_407036"
-0.088738738096398,"hs96_3306"
-0.0900376148097927,"ld12_300"
-0.0904100722030395,"a88_321007"
-0.0938019614264714,"u04_928061"
-0.0957970184254837,"ar07_376041"
-0.0959284681820469,"u05_741019"
-0.100445934282261,"hm15_w110"
-0.107948322533727,"k1484"
-0.108259890866138,"u96_3421"
-0.11079668391138,"lg15_2214"
-0.111625284675503,"ld10_10150"
-0.112977796032334,"a99_314041"
-0.11754205631367,"e95278"
-0.119501580979187,"lg17_5677"
-0.120054566480771,"k1160"
-0.120423167214366,"a91_607002"
-0.121635364981325,"hc98_325"
-0.12218899068885,"a93_654020"
-0.122688192323406,"m86_912"
-0.123511227109245,"c1789"
-0.123856532708241,"u97_304004"
-0.125974442319258,"e15338"
-0.126422649928462,"e87095"
-0.127862300445533,"hs91_4849"
-0.128387509600167,"u09_315118"
-0.128960038784941,"hs4_3038"
-0.129936064573338,"a88_321024"
-0.130286154525009,"lg98_1452"
-0.132845627001078,"sd96_119"
-0.133785955871728,"hr09_728"
-0.134658649865739,"u86_62005"
-0.134907453203776,"u90_3214"
-0.135320653520521,"u11_604181r"
-0.136486545162021,"u11_906115r"
-0.140885730231101,"u11_214015"
-0.1419036454687,"cl05_4632"
-0.143716684075782,"hs5w_778"
-0.147096600264269,"a94_572054"
-0.147401771248999,"hc87_6082"
-0.149785544914877,"ln92_10507"
-0.149941112794528,"ia2008"
-0.154077958656793,"hf92_176"
-0.156499537150912,"hc88_1021"
-0.157460991749503,"u96_2407"
-0.158405939685025,"a04_545011"
-0.16358891967882,"a04_545015"
-0.164032793212045,"ar08_286060"
-0.166837804451752,"e93396"
-0.167677037374211,"hs87_4017"
-0.168587777008378,"e00101"
-0.176396833713268,"u04_200609"
-0.176842672709296,"u90_2607"
-0.177694854300035,"hc93_1329"
-0.178760597119096,"u05_839072r"
-0.181056562691426,"hc90_180pr"
-0.181275749841506,"ss05_5646"
-0.181791936533724,"sa11_3268"
-0.18230039498228,"k05_2723rr"
-0.183772527992161,"u07_439042r"
-0.184689010065868,"ld14_1167"
-0.189225053128797,"ln86_1317"
-0.193141408349657,"e08210"
-0.197469027019413,"hfpr_3"
-0.19746902701942,"hf03_412"
-0.199192394958369,"hf91_078"
-0.202657276616707,"u92_3209"
-0.203995298565279,"a08_350064"
-0.204125642032944,"sa13_4434rr"
-0.208154698629085,"u03_804135"
-0.208182485157549,"u04_918060"
-0.209303439721619,"u11_927121r"
-0.210148386214802,"u11_615157"
-0.212837940612339,"u09_118015"
-0.213507360667697,"ia2021"
-0.21441255614595,"hc92_165pr"
-0.214785423863961,"lg07_6953"
-0.217182302309125,"e87127"
-0.218890553095232,"ar09_192015"
-0.220007163478977,"a06_712039"
-0.220213175919181,"ld06_2009"
-0.221698722193227,"orc_8902"
-0.221698722193236,"c1786"
-0.221698722193244,"m86_752"
-0.221825137908512,"a05_212016"
-0.226027867856135,"u07_135636r"
-0.226872830315354,"a93_754052"
-0.231053487303361,"ar13_332056"
-0.233684057287429,"a88_221013"
-0.233950648872776,"a07_627042"
-0.234549771135368,"sd01_2469r"
-0.236532114353815,"hs2_4361"
-0.237050627065991,"sa16_2194"
-0.237685962639844,"hm13_w098"
-0.239647838395847,"k1446"
-0.240941461642513,"cl05_51227"
-0.243713120491018,"sd05_255"
-0.243887573588777,"u06_103459_73"
-0.244308032638254,"u13_912010"
-0.245289293772451,"a04_543045"
-0.245342810862681,"u00_423034"
-0.246527425075678,"hs1_3887"
-0.247663209509754,"e13268"
-0.249330219412528,"hs5_3404"
-0.249989033135572,"hf97_052"
-0.250106780864946,"k04_2686rr"
-0.250749205796322,"u05_810075r"
-0.251951939653504,"ac89_141024"
-0.253938548516249,"hc94_69pr"
-0.255684262688187,"hm12_o068"
-0.256589422551762,"sd06r_5457"
-0.256699295002151,"u03_330838"
-0.257962772487202,"a00_711003"
-0.258027385112642,"hm10_a012"
-0.258549999542657,"ln88_1496"
-0.259237891101493,"lg13_3861"
-0.260900995749971,"c1948"
-0.261493590837086,"a99_218034"
-0.263756137402258,"e93433"
-0.264406689533518,"a01_612003"
-0.265570846196661,"a93_554041"
-0.266267245216354,"ld05_16808"
-0.266735902558578,"lg15_4648"
-0.267862748088827,"hm13_r084"
-0.268343895875235,"e06246"
-0.268977857112362,"e99250"
-0.274608771513643,"ln85_6800"
-0.276378095250277,"hs92_2658"
-0.276571293671775,"dkb26_52"
-0.278274212466953,"ss92_7130"
-0.2788433283178,"ls06_3968"
-0.280014822013669,"sd_ld_05_16118"
-0.280954442639721,"u11_610186r"
-0.285724383197351,"a98_884010"
-0.286525089956111,"c1911"
-0.287772379625291,"a92_525034"
-0.289036896822063,"u09_106010"
-0.292762619346929,"c1774"
-0.293610053565745,"cl9j044_23"
-0.295126745355408,"hs2_4367"
-0.295541341532407,"ld09_10220"
-0.296399697913263,"lg07_8646"
-0.296798550776195,"c2010"
-0.296846915496449,"ln95_6415"
-0.297110119108597,"hc93_2380"
-0.299262901101914,"sa12_1018"
-0.299741292277561,"u07_317222"
-0.30085415353239,"hf93_194"
-0.303356704724403,"u13_614037"
-0.303371246469309,"sd07cv_603"
-0.303760281258283,"e99034"
-0.305243891375218,"k03_2814rr"
-0.305243891375218,"u03_430217"
-0.30870141186654,"k04_3703rr"
-0.309426878352428,"u11_230017"
-0.309937454447771,"u93_2110"
-0.311881416351133,"ld09_42"
-0.312251058327724,"a01_511015"
-0.312633967982833,"hc85_2620"
-0.315595001083104,"u99_011081"
-0.316081367096288,"u07_200233"
-0.317611119799417,"ag2606"
-0.319186498700967,"ls05_0216"
-0.319528599912714,"ln92_5578"
-0.319818952540338,"u93_2225"
-0.320158274682416,"lg13_1257"
-0.320158274682421,"lg15_4418"
-0.323457507081799,"u04_934039"
-0.323757681446244,"u90_3436"
-0.324443709668109,"hs87_4020"
-0.328709428659583,"c1915"
-0.329576588842665,"ar13_332057"
-0.331575458637985,"hs91_4427"
-0.331991097785131,"cl04_651"
-0.332288611717228,"c1769"
-0.333028502565891,"dkb31_51"
-0.333302263138921,"ld10_30004"
-0.333648323689337,"hm9143"
-0.341039951796051,"ar12_228136"
-0.341743417469339,"c1837"
-0.342385115163499,"hs92_2716"
-0.346543164801459,"k1255"
-0.347231174,"u96_2402"
-0.349463446818066,"a93_552027"
-0.350722455706648,"a92_727025"
-0.351245354609803,"u15_613225"
-0.353721376357003,"hfpr_5"
-0.354359817711775,"ar09_292056"
-0.355881255908304,"u04_905057"
-0.35591126206806,"nex2301kr"
-0.360504120706916,"u98_201149"
-0.362830003017901,"sd00_732"
-0.364943132245604,"ln88_8794"
-0.366385849628152,"u13_215422"
-0.366866997415143,"u05_706005"
-0.369537453988969,"a03_942052"
-0.369685438346819,"hs91_4528"
-0.371814604087527,"c1762"
-0.372065222155288,"nex8903"
-0.372110696728986,"u07_439027r"
-0.372938982611364,"e06006"
-0.372938982611364,"sd05r_2744"
-0.373609935516982,"hc85_1348"
-0.37488546386533,"u07_420241"
-0.377104014759804,"sd04r_2422"
-0.377408681195404,"lg17_5670"
-0.378107483111608,"hc00_109"
-0.378361039147449,"ar11_114002"
-0.378377713533528,"k1201"
-0.378990593096606,"e08135"
-0.379182385106942,"e06372"
-0.379817767412621,"ls00_4111"
-0.381011322241766,"u05_708005"
-0.381011322241766,"u05_716023"
-0.385470614948805,"hm13_r061"
-0.385503382477418,"hs96_3321"
-0.385778698350824,"u96_2416"
-0.386321254864066,"a00_911043"
-0.386628591022674,"ln88_736"
-0.386707757527072,"u90_3206"
-0.387923308163532,"u04_945061"
-0.388726113951474,"a08_248033"
-0.388817806356703,"hs4_3225"
-0.389644448937394,"sn97_2538"
-0.391890380098422,"ln91_967"
-0.391991520431411,"ln95_10502"
-0.396736513072866,"ln86_3263"
-0.397211280797897,"u06_817217r"
-0.398598681590865,"u90_2327"
-0.398701607070472,"a88_221011"
-0.399317283014527,"u14_206321"
-0.401910560292,"hf00_072"
-0.402333084121352,"hfpr_7rr"
-0.403218026954595,"u89_2325"
-0.40441445874151,"e05098"
-0.404712966914756,"ln95_3800"
-0.405878262980097,"sl87_16119"
-0.406168781518489,"e10174"
-0.406359130202452,"ag3203"
-0.407811901926131,"ln89_5447"
-0.408621412662604,"ld16_5075a"
-0.410288252293398,"c1908"
-0.415965749141794,"k1509"
-0.418080307758563,"lg98_5481"
-0.419337931102867,"lg13_2240"
-0.419445806670123,"ar17_378010"
-0.419781335628251,"hs7w_82"
